vector,label
"[-0.04412065 -0.01125501  0.6236746   0.00960067  0.1740589  -0.12075718
  0.18571413  0.69615746 -0.4771994  -0.15511926  0.6787489   0.03515702
  0.26842484 -0.16447386  0.34108856  0.23570569  1.2432137  -0.3390998
 -0.43380937 -0.53123695]",0
"[-0.07429442 -0.01800707  0.5846339  -0.05243537  0.2218638  -0.08231036
  0.25145307  0.616297   -0.4118328  -0.09515562  0.6615276   0.17228061
  0.412635   -0.12114055  0.3675333   0.06365106  1.2440435  -0.25874603
 -0.51602656 -0.6150855 ]",1
"[-0.1197542  -0.06332222  0.6069681  -0.00703874  0.36261573 -0.11354378
  0.340268    0.6029173  -0.5370342  -0.11140645  0.6774142  -0.06166275
  0.43681106 -0.18503149  0.32107377  0.14885136  1.2990541  -0.25275692
 -0.5160867  -0.69849706]",1
"[-0.05566066  0.06909854  0.7063676  -0.02455587  0.21499726 -0.18620682
  0.17773364  0.55930084 -0.41511723  0.01457197  0.6889241   0.1329892
  0.33203706 -0.18620118  0.42355564  0.13703457  1.2001861  -0.24264053
 -0.4893067  -0.5826521 ]",1
"[-0.07197356 -0.040823    0.6569189   0.02634501  0.12306292 -0.11762711
  0.24231246  0.65464973 -0.5038714  -0.03487137  0.65539926  0.1358029
  0.36159152 -0.14338736  0.40201536  0.1951097   1.2647932  -0.2306393
 -0.41804537 -0.5451979 ]",0
"[-0.03534139 -0.01349854  0.65045863  0.06675364  0.20322391 -0.05623021
  0.27003825  0.6394301  -0.48614198 -0.05021481  0.63235396  0.15509526
  0.4107298  -0.1857575   0.3741518   0.15362863  1.2634113  -0.28368396
 -0.42135075 -0.5696148 ]",0
"[ 0.08468684  0.06237373  0.6263305  -0.02013327  0.28871953 -0.03378454
  0.16522384  0.60512495 -0.3673776   0.07240342  0.5720207   0.18563072
  0.4051885  -0.10725447  0.36559296  0.1596308   1.080868   -0.26423565
 -0.4214221  -0.65162283]",1
"[-0.01079428  0.0238576   0.5920395  -0.02857736  0.25877124 -0.04557474
  0.17900538  0.63148767 -0.4311044  -0.08690163  0.63097906  0.1541316
  0.40612996 -0.14922877  0.3671195   0.13138354  1.1139616  -0.3420266
 -0.43658245 -0.5825893 ]",1
"[ 0.07882873  0.00539785  0.67197347 -0.03989667  0.2440461  -0.1042164
  0.25254014  0.70516133 -0.47165665 -0.16572417  0.6094394   0.12580577
  0.3681366  -0.11714773  0.353834    0.15873197  1.1315577  -0.33450374
 -0.40926456 -0.57967424]",0
"[-0.15425198 -0.05376984  0.68684196  0.05550482  0.17235284 -0.16585997
  0.26327583  0.66418993 -0.51080894 -0.0468285   0.75963223  0.02674112
  0.32116306 -0.19370477  0.3072518   0.15970737  1.2821177  -0.2579969
 -0.48999986 -0.62255716]",0
"[-0.05851978 -0.03685981  0.6761515  -0.01016943  0.16561984 -0.12032623
  0.22361547  0.6842573  -0.4857193  -0.05416371  0.64792293  0.11593687
  0.35474572 -0.16493128  0.35772705  0.12669927  1.219734   -0.28501806
 -0.41894084 -0.5831377 ]",0
"[-0.15800343  0.11697474  0.60658604 -0.00664397  0.25241446 -0.14239311
  0.27607757  0.7236924  -0.4651222  -0.09644753  0.7493444   0.02307323
  0.23498164 -0.20229346  0.22876872  0.1480807   1.3126563  -0.26956093
 -0.38732278 -0.6615771 ]",1
"[-0.10288332  0.04227387  0.6223542   0.00712661  0.13883744 -0.21262674
  0.24301463  0.7250654  -0.4914827  -0.08941332  0.6700465   0.05515727
  0.29733452 -0.19988716  0.28825217  0.08891892  1.2897911  -0.34834942
 -0.48723277 -0.55240333]",0
"[ 0.01469931  0.05232666  0.63856906 -0.07929391  0.21816997 -0.13945358
  0.26296222  0.61661464 -0.5314404  -0.11035904  0.8018615   0.03817009
  0.23279864 -0.22109891  0.32157898  0.17484444  1.1960906  -0.29069272
 -0.34858468 -0.67708236]",1
"[-0.04530897 -0.03765898  0.7432344  -0.01329864  0.258968   -0.15793969
  0.24051715  0.58858234 -0.4902844   0.02204897  0.6970237  -0.01575356
  0.32753676 -0.18598728  0.3077076   0.16724221  1.2055925  -0.2700866
 -0.44125992 -0.62817156]",0
"[-0.08572651  0.07476886  0.57771516 -0.06509078  0.13508213 -0.13544567
  0.19374746  0.5430292  -0.45796028  0.03640207  0.74102235  0.11224563
  0.28829783 -0.26631102  0.4046969   0.19004092  1.1799717  -0.24532036
 -0.42516342 -0.61877656]",1
"[-0.11081589  0.01660108  0.7144735   0.05797234  0.1580826  -0.16285993
  0.25521177  0.6629067  -0.50569504 -0.092073    0.68302673  0.00904147
  0.3195889  -0.19097817  0.3230378   0.19845709  1.3233672  -0.26064745
 -0.4361777  -0.579375  ]",0
"[-0.1226811  -0.01617666  0.5841693  -0.03029609  0.14439937 -0.16463546
  0.25135124  0.6278018  -0.5692264  -0.01700709  0.7933482  -0.0802967
  0.32527596 -0.2781019   0.3045024   0.17488962  1.2495176  -0.31384337
 -0.48546147 -0.6802024 ]",0
"[-0.06237865 -0.00983457  0.71526957  0.03510607  0.11242992 -0.0763919
  0.21480021  0.66558444 -0.5928411  -0.11618543  0.6655973   0.06754918
  0.33571997 -0.18473737  0.39163005  0.12577376  1.2424364  -0.34777784
 -0.37309793 -0.58688605]",0
"[-0.08657929 -0.07522645  0.5953519   0.01791603  0.18228602 -0.13613798
  0.33341554  0.54688996 -0.5470423  -0.01429791  0.74884576 -0.08716439
  0.38014942 -0.248686    0.34886712  0.2685277   1.3125939  -0.25302088
 -0.48403272 -0.67023635]",0
"[-0.0088115  -0.01713384  0.7833778  -0.04092673  0.17131498 -0.10715059
  0.21230389  0.68542457 -0.46315518 -0.07097867  0.5837743   0.19212762
  0.34363234 -0.14117327  0.38286552  0.14130543  1.1590484  -0.2611728
 -0.40418896 -0.5364625 ]",0
"[-0.00609229  0.04009431  0.61030126 -0.01084392  0.2668578  -0.12158226
  0.2397226   0.6174339  -0.48112988 -0.11772337  0.6957961   0.15095107
  0.3660163  -0.17518269  0.34603983  0.14285602  1.2316818  -0.264417
 -0.41377342 -0.6336952 ]",0
"[-0.06936732  0.06225985  0.7046366   0.08217213  0.26627034 -0.12986574
  0.41250283  0.6277742  -0.53021276 -0.0840915   0.7597991  -0.05061329
  0.33261922 -0.18254332  0.26714087  0.1891447   1.2473897  -0.25853193
 -0.48461062 -0.6220606 ]",1
"[-0.15790465  0.18036136  0.51654565  0.03387624  0.4700849  -0.05286274
  0.30562574  0.65613884 -0.5307032  -0.2570774   0.8465944  -0.05781139
  0.26757845 -0.3883979   0.26481345  0.06016658  1.3384027  -0.349251
 -0.46434435 -0.72453547]",1
"[-0.01636299 -0.03572239  0.6392805   0.03479455  0.37805173 -0.01983509
  0.15491645  0.5875716  -0.3997189  -0.06330079  0.54770374  0.19962783
  0.35624456 -0.05530714  0.4185526   0.1222401   1.1072015  -0.33386263
 -0.38784015 -0.6246827 ]",0
"[-0.03363445 -0.01308102  0.6231427   0.00831451  0.25274956 -0.14624858
  0.27106008  0.58166724 -0.5333     -0.07504732  0.6970471  -0.00681304
  0.40409324 -0.17921987  0.3825683   0.10700718  1.237452   -0.31865275
 -0.5338356  -0.64008766]",0
"[-0.08718815  0.03452821  0.69657326  0.06701598  0.16487558 -0.15708622
  0.1206185   0.6966758  -0.46904656 -0.05542656  0.6099052   0.20629038
  0.35733268 -0.22054069  0.41172746  0.08734554  1.2418617  -0.27446893
 -0.4063259  -0.48511472]",1
"[-0.14798899 -0.02761319  0.64283365 -0.0115683   0.17039184 -0.15801665
  0.20494325  0.66124004 -0.4925053  -0.09491161  0.7445235   0.03720152
  0.30289897 -0.2033804   0.3745777   0.18677469  1.269417   -0.250063
 -0.42185876 -0.5781822 ]",0
"[-0.0529748  -0.0098439   0.62287444 -0.06060792  0.31639242 -0.07246732
  0.27002457  0.6502979  -0.44249848  0.02609858  0.6530172   0.02348973
  0.3868211  -0.1121764   0.31369385  0.1508489   1.1665597  -0.31446305
 -0.41412294 -0.6373251 ]",0
"[-0.15119548 -0.03732786  0.6239653  -0.03904509  0.19771834 -0.04652458
  0.1462692   0.6446821  -0.5274669  -0.08736788  0.7093995   0.05945014
  0.3377213  -0.23253134  0.38133353  0.18931572  1.2608327  -0.29906908
 -0.3961884  -0.62285423]",0
"[-0.02913657 -0.02371491  0.7506734  -0.02183774  0.12778063 -0.2048051
  0.255364    0.61244327 -0.53258365  0.01582604  0.74319756  0.04219221
  0.3025676  -0.2547423   0.35505906  0.14408682  1.2352191  -0.25552014
 -0.37933007 -0.6224986 ]",0
"[-0.28094694 -0.03325576  0.5013798   0.05309999  0.18019235 -0.10614021
  0.09935346  0.5614844  -0.56010735 -0.11586045  0.83552927 -0.07945795
  0.45679113 -0.38871115  0.38782275  0.317555    1.4601966  -0.12680009
 -0.48316047 -0.6251791 ]",0
"[-0.10969216 -0.05562942  0.6080124  -0.10127261  0.24497765 -0.1191456
  0.2493441   0.6072774  -0.46136793 -0.07504338  0.66413105  0.05886176
  0.4286347  -0.15706803  0.3225679   0.14930338  1.2450641  -0.278689
 -0.51756036 -0.65686417]",0
"[-0.1107327  -0.0420146   0.65528893  0.03262629  0.19857946 -0.12542877
  0.30730847  0.72897685 -0.5025099  -0.11289381  0.6658631   0.07031801
  0.3316465  -0.17557731  0.29328132  0.14139552  1.2870353  -0.28816307
 -0.42080846 -0.62415504]",0
"[-0.12626752 -0.0897689   0.70295256 -0.02140957  0.17686804 -0.11873413
  0.30807275  0.5748814  -0.56166744 -0.03263679  0.6996071  -0.02666126
  0.33059397 -0.20463617  0.37130505  0.20049144  1.2437406  -0.336937
 -0.46275207 -0.6422378 ]",0
"[-0.060719    0.04563695  0.5710585  -0.02570313  0.19372539 -0.04995463
  0.29771918  0.59746754 -0.55403525 -0.13915272  0.7671741   0.07475749
  0.39676785 -0.22602521  0.33405012  0.32690537  1.2915437  -0.13385795
 -0.4789985  -0.6677868 ]",1
"[-0.09549709  0.02888774  0.6908696   0.08489176  0.13029358 -0.17034566
  0.34876844  0.668244   -0.5776055  -0.1237056   0.8041042   0.009759
  0.23999937 -0.20393385  0.36258167  0.22452226  1.2946432  -0.22889131
 -0.47299424 -0.6061383 ]",0
"[-0.01469096  0.02149356  0.7002299   0.05225141  0.19321643 -0.19656031
  0.27534673  0.6427087  -0.53284377 -0.11637539  0.6708048   0.00186784
  0.34868112 -0.1924926   0.36054322  0.1194917   1.25606    -0.34982014
 -0.40057257 -0.6213814 ]",0
"[-0.00327872 -0.08549374  0.6348216  -0.10323828  0.23545744 -0.08769164
  0.12047906  0.6763343  -0.48037353 -0.08499738  0.64974785  0.10871832
  0.4468092  -0.14475055  0.35480973  0.10959131  1.139052   -0.29999638
 -0.3943171  -0.6695056 ]",0
"[-0.13524011 -0.05496212  0.6302077   0.05211916  0.24791624 -0.08514773
  0.2877195   0.6227759  -0.5768046  -0.12428436  0.7012431  -0.02410677
  0.34711328 -0.19213255  0.35884592  0.2501123   1.3310058  -0.31027263
 -0.4236044  -0.5948587 ]",0
"[-0.05464914  0.01808017  0.6314035   0.03647245  0.17264988 -0.1287598
  0.26042125  0.7016309  -0.48895732 -0.08029105  0.66014373  0.13393581
  0.32884112 -0.18507043  0.32036808  0.1968317   1.2323005  -0.29383084
 -0.4115782  -0.56056356]",1
"[-0.085746    0.02687771  0.6042911  -0.01239252  0.20054841 -0.23391943
  0.27295673  0.5407687  -0.5116539  -0.07052518  0.76915246 -0.05418137
  0.33737838 -0.30367118  0.3477558   0.24110147  1.345295   -0.24199632
 -0.51025873 -0.62323016]",0
"[ 0.01786368  0.01534776  0.62410885  0.02142547  0.17051046 -0.19578546
  0.2566568   0.66282415 -0.5339991  -0.08745305  0.69568104  0.05163259
  0.3554455  -0.17672549  0.35311306  0.16897082  1.23567    -0.2953899
 -0.48260695 -0.5912238 ]",1
"[-0.16147783  0.00303649  0.5790421   0.02154348  0.18643966 -0.24661912
  0.35494295  0.58107954 -0.57673275 -0.06815355  0.8500515  -0.10224534
  0.336136   -0.28927213  0.26163203  0.2377438   1.4201633  -0.2111788
 -0.54066783 -0.7134268 ]",0
"[-0.07102361 -0.04988002  0.68198276 -0.0230804   0.18831167 -0.11051791
  0.18913592  0.66895866 -0.49650392 -0.08789396  0.6594691   0.093086
  0.32663047 -0.1931823   0.31480947  0.16358742  1.2607229  -0.28155655
 -0.4174562  -0.59310967]",0
"[ 0.02089439  0.06991453  0.6631836  -0.0192872   0.19781429 -0.07571678
  0.27771264  0.6980477  -0.5569141  -0.03288104  0.7015575   0.11717284
  0.3173364  -0.20619336  0.33771574  0.06973527  1.1758715  -0.25016704
 -0.48678207 -0.66956145]",1
"[-0.06521736 -0.044056    0.63177484 -0.0170624   0.26562956 -0.18644485
  0.19186562  0.6437472  -0.39293277 -0.01316958  0.68941236 -0.00976335
  0.3219946  -0.167581    0.3086812   0.05709841  1.2261891  -0.37211215
 -0.4077786  -0.6002655 ]",0
"[-0.15905698 -0.03448685  0.6065354   0.04583954  0.09978189 -0.21394238
  0.2852965   0.64875436 -0.535659   -0.08410908  0.7722342   0.00251703
  0.26733524 -0.28881437  0.34258258  0.23182999  1.4033656  -0.19012919
 -0.47106534 -0.63490576]",0
"[-0.14964893  0.0206578   0.5962451   0.03172291  0.16570652 -0.07743103
  0.2568822   0.70003366 -0.57879144 -0.12836114  0.7762393   0.0679302
  0.29856682 -0.22665629  0.3331599   0.19304462  1.3042591  -0.27745607
 -0.43230247 -0.53850716]",0
"[-0.12213591  0.01249866  0.6527387   0.02313839  0.3348634  -0.07469699
  0.33159262  0.6938447  -0.44109356 -0.00970374  0.6705202   0.03615834
  0.36195147 -0.17718396  0.3819229   0.10404927  1.1837246  -0.28217942
 -0.40107787 -0.689895  ]",1
"[-0.18052617 -0.02587747  0.596381    0.06227531  0.14353834 -0.17712049
  0.26548523  0.57439524 -0.5466288   0.04355652  0.7997534  -0.13309644
  0.26810688 -0.2846572   0.33816338  0.2008775   1.3310717  -0.31635568
 -0.45252097 -0.63657516]",1
"[-0.06943026 -0.07334936  0.73934734  0.02208048  0.19145633 -0.18635282
  0.2294676   0.70966464 -0.43719038 -0.0596161   0.6242026   0.1036045
  0.26477897 -0.14243333  0.37378043  0.13247357  1.2339509  -0.28945577
 -0.3331369  -0.57363796]",1
"[-0.08373026 -0.02163744  0.60285527 -0.00416994  0.20324689 -0.08591603
  0.18846133  0.6436539  -0.4535001  -0.02175606  0.7122381   0.08980785
  0.3246159  -0.1815325   0.3659325   0.15797335  1.2255993  -0.24768014
 -0.42063653 -0.63084054]",0
"[-0.1381225   0.06149636  0.65133786  0.05806502  0.20295472 -0.13869923
  0.29074743  0.64115393 -0.51036197 -0.10658483  0.8197446   0.02552482
  0.3135849  -0.29534593  0.26050952  0.1576216   1.3668627  -0.1379777
 -0.51075923 -0.67584676]",0
"[-0.05318595  0.04833692  0.6574863   0.0989351   0.25523043 -0.11177784
  0.31201023  0.631384   -0.51741683 -0.08575983  0.71144736  0.05789971
  0.30855727 -0.18274447  0.30684108  0.18497257  1.3313429  -0.23109253
 -0.43190035 -0.6018881 ]",1
"[-0.1882438   0.04468445  0.55024445  0.04117542  0.20544189 -0.1599479
  0.3502694   0.6125326  -0.490375   -0.03249874  0.7792673  -0.13181685
  0.29931146 -0.266714    0.2672147   0.23822893  1.3725388  -0.26518437
 -0.42064723 -0.68685627]",0
"[-0.09385862 -0.01232834  0.532226   -0.01290671  0.20205174 -0.18225312
  0.29457724  0.6122302  -0.4372567   0.0117203   0.7003232  -0.06111256
  0.29503912 -0.1586881   0.32809514  0.2585185   1.2442714  -0.3403096
 -0.43714112 -0.67753696]",0
"[-0.01282879 -0.06796084  0.70757407 -0.0171157   0.19502737 -0.06327458
  0.1739787   0.71135104 -0.44232112 -0.14267698  0.63304347  0.13531461
  0.34811673 -0.10918377  0.3510451   0.1358915   1.1652793  -0.33350578
 -0.36593455 -0.5887108 ]",1
"[-0.00515816 -0.1359033   0.66711307  0.05561884  0.27892658 -0.161285
  0.26834327  0.6111132  -0.50024205 -0.1421519   0.6723132  -0.01994202
  0.34606588 -0.14378732  0.3408252   0.22284688  1.335027   -0.2940004
 -0.47184372 -0.6005494 ]",1
"[-0.02425162 -0.01037236  0.603883   -0.0294925   0.19019192 -0.12059781
  0.25992382  0.7006448  -0.4848022  -0.02510539  0.69427335  0.04493763
  0.30215365 -0.19920039  0.30993986  0.17260815  1.1877261  -0.3108933
 -0.41301286 -0.5912728 ]",1
"[-0.14567189  0.0249459   0.56290275 -0.03033654  0.21725373 -0.1420856
  0.31997794  0.6892872  -0.57701415 -0.14285229  0.7982217  -0.07624282
  0.34190693 -0.24871619  0.27522087  0.21496385  1.3449123  -0.23093058
 -0.48962963 -0.6283802 ]",1
"[-0.01654167  0.05319984  0.5959115  -0.06762673  0.31011185 -0.09745491
  0.19944909  0.61672056 -0.39275402  0.00338045  0.634272    0.1363844
  0.40079418 -0.16196156  0.30948764  0.26639712  1.1292334  -0.19081596
 -0.43479863 -0.61922973]",0
"[-0.17619385 -0.01255251  0.55449563 -0.04805674  0.2692529  -0.07007664
  0.25395712  0.69561493 -0.49878332 -0.0622104   0.7944562  -0.09227578
  0.32240438 -0.22315101  0.23559631  0.25826237  1.3240045  -0.27013782
 -0.4241336  -0.6642855 ]",0
"[-0.13447759 -0.07160619  0.6215179   0.07180918  0.21321198 -0.10475826
  0.36688137  0.6740967  -0.5640017   0.03167606  0.67647874  0.00634772
  0.39707327 -0.1747676   0.29412553  0.16759147  1.3404462  -0.26052052
 -0.4846077  -0.628276  ]",1
"[-0.16287789 -0.046304    0.62155855 -0.03437699  0.22306773 -0.07948095
  0.21258636  0.68991715 -0.46713892 -0.0315033   0.67081004 -0.01260925
  0.30585802 -0.19203773  0.2884392   0.16671757  1.2545556  -0.3139861
 -0.3956837  -0.6356573 ]",0
"[-0.14498067 -0.07662836  0.720267    0.00694674  0.13815512 -0.14992088
  0.25501502  0.698739   -0.49157646 -0.04489846  0.67136884  0.04942165
  0.30493146 -0.14813697  0.31899962  0.17591022  1.289727   -0.24125633
 -0.4304147  -0.5968909 ]",1
"[-0.0979118   0.01001817  0.59681666  0.00853831  0.20645534 -0.1345611
  0.206504    0.61515194 -0.44693696 -0.01326247  0.73795116  0.07075486
  0.27547738 -0.21902233  0.30796117  0.19876973  1.2283587  -0.27088577
 -0.4440715  -0.605377  ]",0
"[-0.04481097 -0.01747625  0.6585576  -0.01220166  0.21995938 -0.08507022
  0.21148384  0.6563212  -0.50579023 -0.02083893  0.6415003   0.10138641
  0.37590694 -0.15398858  0.38598123  0.09799619  1.2015734  -0.31546098
 -0.43642008 -0.5846603 ]",0
"[ 0.06206733 -0.00317799  0.6855245  -0.08448323  0.1814868  -0.1752561
  0.18354617  0.64370924 -0.4283895  -0.07294898  0.57688075  0.22223945
  0.3563093  -0.14542612  0.40488848  0.06462423  1.1207964  -0.35269013
 -0.4636271  -0.5503789 ]",0
"[-0.06238498 -0.009126    0.64433366 -0.01100217  0.23446357 -0.11303811
  0.24213043  0.70465684 -0.47460777 -0.05589669  0.6657164   0.0531831
  0.311219   -0.18537623  0.286275    0.08998252  1.220694   -0.32909575
 -0.44610724 -0.59439754]",0
"[-0.09432272 -0.00370265  0.45962232  0.03371776  0.26656908 -0.08196548
  0.34643888  0.5546409  -0.46323615 -0.02342489  0.72661394 -0.10619131
  0.36448586 -0.19839178  0.35460877  0.23435122  1.2925404  -0.24533641
 -0.5217161  -0.74129283]",0
"[-1.5744485e-01 -4.9005948e-02  6.2721586e-01 -5.2659843e-02
  3.0311152e-01 -5.8195163e-02  2.0304489e-01  6.4507324e-01
 -4.2118594e-01 -1.1068049e-01  7.3468393e-01  1.2571919e-03
  3.0073705e-01 -2.5207126e-01  2.8625962e-01  1.4287840e-01
  1.2706946e+00 -3.1387296e-01 -3.7494284e-01 -6.6671771e-01]",1
"[-0.09606954 -0.03009273  0.613183    0.01236761  0.18087883 -0.04963925
  0.26228544  0.5793043  -0.55097896 -0.06418233  0.7333788   0.13323657
  0.30618563 -0.2529679   0.3345973   0.23930658  1.2552398  -0.2462456
 -0.46600667 -0.58617973]",1
"[ 0.01354717 -0.0288257   0.6579788  -0.01254015  0.21104099 -0.08661035
  0.20018381  0.6428745  -0.51071954 -0.06900004  0.6301513   0.16536707
  0.42573604 -0.13793515  0.3641479   0.188459    1.2028372  -0.2590968
 -0.4563638  -0.5688978 ]",1
"[-0.07963199 -0.03715504  0.69026273 -0.08345474  0.16046974 -0.10811877
  0.11943809  0.68796504 -0.44024613 -0.08554496  0.64834106  0.16570903
  0.3540965  -0.19836175  0.38567272  0.13989513  1.2118365  -0.2568305
 -0.4493432  -0.53014386]",1
"[-8.4774522e-04 -7.0130043e-02  6.6089398e-01  2.8772222e-02
  1.5592188e-01 -1.8635634e-01  2.0633420e-01  6.3271606e-01
 -4.7153831e-01 -7.2268657e-02  6.3297921e-01  6.8536952e-02
  3.4948933e-01 -1.3279679e-01  4.0191960e-01  1.4498013e-01
  1.2345861e+00 -3.5819349e-01 -4.4401270e-01 -5.2266538e-01]",0
"[-0.13810383 -0.01627917  0.521532   -0.02072078  0.19216637 -0.12243758
  0.3159334   0.5776676  -0.5377285   0.03604816  0.7821869  -0.08370429
  0.37904873 -0.2813148   0.31073728  0.26235622  1.3250958  -0.20897582
 -0.506782   -0.64647764]",1
"[-1.73766108e-04 -2.47379132e-02  6.14804208e-01 -6.34801388e-02
  2.11833388e-01 -1.17386684e-01  2.20263317e-01  6.57970369e-01
 -4.48102891e-01 -1.00230813e-01  7.16380477e-01  1.15180165e-01
  3.20531011e-01 -2.04639316e-01  3.29901814e-01  1.50102332e-01
  1.18914056e+00 -2.63811976e-01 -4.28215653e-01 -6.27528250e-01]",1
"[-0.11998807 -0.06365451  0.603667   -0.04731811  0.15668654 -0.14810072
  0.20755513  0.5600764  -0.5359228  -0.05233231  0.7216866   0.02383975
  0.38294524 -0.25403357  0.40017834  0.16308829  1.3185357  -0.24914128
 -0.48033586 -0.5942901 ]",0
"[-0.05457721 -0.07743607  0.68672264 -0.0540655   0.09443188 -0.11480494
  0.20744628  0.5462518  -0.59567374 -0.10103554  0.70734835  0.06031808
  0.3910111  -0.26744512  0.4075815   0.24198373  1.2367111  -0.23719434
 -0.4581575  -0.64862055]",0
"[-0.0190792  -0.04000526  0.6287106   0.04992121  0.12406431 -0.07672279
  0.24356401  0.54756844 -0.58184916 -0.07145396  0.72129387  0.10343209
  0.32769695 -0.2096185   0.42304784  0.23233232  1.2757463  -0.19549909
 -0.4605464  -0.63156444]",1
"[-0.0675495  -0.09850335  0.68825406  0.00631615  0.14967681 -0.18868147
  0.20227927  0.6095237  -0.514987   -0.06642281  0.6294423   0.04071071
  0.398889   -0.17835185  0.40215167  0.13272968  1.2830418  -0.32897118
 -0.47215188 -0.5560412 ]",0
"[-0.10826206 -0.03944137  0.7090047  -0.11253399  0.13005108 -0.02870559
  0.07733341  0.5779965  -0.5022656  -0.04991908  0.63550043  0.18302263
  0.42716527 -0.21374898  0.43270162  0.1275169   1.1558425  -0.28770655
 -0.42957476 -0.5419066 ]",0
"[-0.01889746 -0.05208649  0.7195889   0.03706878  0.18770756 -0.14015608
  0.23115388  0.64499444 -0.4773232  -0.06593506  0.5789054   0.13959374
  0.35149664 -0.14273839  0.43037358  0.10869712  1.2141266  -0.33296043
 -0.41158712 -0.54821306]",1
"[-0.07979757  0.02349333  0.61081225  0.06912271  0.31501716 -0.14988385
  0.31119257  0.7149209  -0.48656702 -0.09390699  0.64355314 -0.0212176
  0.3433276  -0.15792364  0.2618634   0.21773697  1.3330116  -0.280348
 -0.43869847 -0.6054568 ]",1
"[-0.19441107  0.02738833  0.48723474  0.06892148  0.19359447 -0.09232026
  0.32193825  0.6373862  -0.44875374 -0.09538676  0.82843065 -0.02522078
  0.11032057 -0.33514485  0.26848587  0.08029921  1.300784   -0.39764348
 -0.40308255 -0.6514254 ]",0
"[-0.09289484 -0.07919051  0.6697941   0.01425234  0.16056503 -0.20829275
  0.27185914  0.6169305  -0.54124117 -0.01970016  0.69694287  0.03059269
  0.32542175 -0.20547532  0.3224354   0.16423854  1.3095672  -0.24423723
 -0.48075947 -0.59044397]",0
"[-0.03867697  0.03172494  0.72236085 -0.03505381  0.24577111 -0.17154996
  0.13898936  0.7533799  -0.47605386 -0.10358917  0.6547797   0.10619388
  0.2684683  -0.18305892  0.27244252  0.11182989  1.2122457  -0.384033
 -0.34032205 -0.5498961 ]",1
"[ 0.04666822 -0.02768886  0.63417417  0.06544665  0.20658284 -0.11559987
  0.21240707  0.60620666 -0.43300363 -0.06518661  0.59192187  0.07780161
  0.3406554  -0.11020838  0.45256793  0.13682675  1.2121236  -0.34035888
 -0.43651927 -0.58391553]",0
"[-0.02735466  0.0017547   0.6175498   0.03292602  0.18133944 -0.15434967
  0.24263248  0.61220956 -0.49176103 -0.09757421  0.66541314  0.16305499
  0.36678767 -0.17116521  0.4464579   0.13011605  1.239985   -0.2880229
 -0.45824617 -0.55308974]",0
"[-0.07940655  0.023325    0.68276864 -0.0097049   0.20168541 -0.16601735
  0.2685758   0.74096924 -0.48581487  0.00208802  0.7030971   0.08333762
  0.31919935 -0.19498599  0.27309802  0.12649015  1.2382039  -0.24529704
 -0.36646053 -0.5939497 ]",1
"[-0.12545153 -0.02920612  0.66966265 -0.06239555  0.23802347 -0.12537469
  0.2604143   0.7284425  -0.34803352 -0.03380506  0.7277016   0.09764077
  0.31446347 -0.20194127  0.2266564   0.09706642  1.2694793  -0.2277305
 -0.31867945 -0.7023553 ]",1
"[-0.12744169 -0.04143294  0.6136453   0.13108681  0.1698547  -0.0917873
  0.30758393  0.65424263 -0.62721187 -0.07012349  0.7781397  -0.0290966
  0.3713902  -0.2238527   0.3039491   0.23311833  1.2846231  -0.28465372
 -0.5178768  -0.6031293 ]",0
"[-0.09215256  0.00357079  0.6236809   0.02745117  0.17736854 -0.14188543
  0.2403671   0.6036168  -0.57530475 -0.04754921  0.7301741  -0.01613646
  0.36159655 -0.20669724  0.3566117   0.21010509  1.283263   -0.26643038
 -0.48697153 -0.59662455]",0
"[-0.20142576 -0.0258693   0.6800684  -0.01194371  0.18093286 -0.15191709
  0.19818226  0.59528995 -0.5566702  -0.0340916   0.73360074  0.0598841
  0.3561457  -0.21470469  0.2969623   0.20491719  1.3792562  -0.16994412
 -0.42312837 -0.6270384 ]",1
"[-0.11459789 -0.06499017  0.61888194  0.0159385   0.11916278 -0.09021584
  0.22023034  0.5837436  -0.62202233 -0.08722749  0.681466    0.03552176
  0.49538112 -0.21589097  0.4367613   0.22343366  1.3282616  -0.270014
 -0.5008915  -0.5506028 ]",0
"[ 0.05533969  0.05426048  0.6194164  -0.04192562  0.2687023  -0.12373693
  0.17661098  0.648214   -0.4490951  -0.10817812  0.63274413  0.20314908
  0.34709403 -0.14276677  0.37214068  0.11195517  1.1860843  -0.28614637
 -0.41104633 -0.63399047]",1
"[ 0.01411255 -0.08686022  0.6022227  -0.06480198  0.2353538  -0.13130648
  0.18621936  0.5739333  -0.41789776 -0.06894375  0.5904102   0.10386377
  0.40030858 -0.14783654  0.44258845  0.12613356  1.1748244  -0.3652133
 -0.5076885  -0.5928119 ]",1
"[-0.03576019 -0.04128917  0.6747654   0.12202375  0.2870547  -0.09477011
  0.34569037  0.66544336 -0.48869115 -0.08679552  0.65391725  0.03242408
  0.33407032 -0.1755018   0.3283699   0.18701142  1.3129195  -0.2665542
 -0.3659338  -0.6500018 ]",0
"[-0.10175937 -0.05457082  0.64237016  0.07476299  0.17191656 -0.21383822
  0.29744148  0.6633577  -0.4331504  -0.02182991  0.68619937  0.00318828
  0.25925836 -0.17712785  0.3277999   0.16005532  1.3405477  -0.28821984
 -0.40045086 -0.62143844]",0
